Date,Value
2024-12-25,417.341
2024-12-26,418.738
2024-12-27,420.216
2024-12-28,420.840
2024-12-29,417.841
2024-12-30,414.214
2024-12-31,409.858
2025-01-01,404.790
2025-01-02,402.926
2025-01-03,399.693
2025-01-04,396.621
2025-01-05,393.835
2025-01-06,390.916
2025-01-07,389.662
2025-01-08,388.668
2025-01-09,390.327
2025-01-10,392.640
2025-01-11,395.463
2025-01-12,398.831
2025-01-13,400.046
2025-01-14,403.178
2025-01-15,406.353
2025-01-16,409.501
2025-01-17,412.925
2025-01-18,414.318
2025-01-19,416.687
2025-01-20,418.944
2025-01-21,421.035
2025-01-22,423.226
2025-01-23,424.160
2025-01-24,426.525
2025-01-25,428.929
2025-01-26,431.364
2025-01-27,434.012
2025-01-28,435.082
2025-01-29,435.767
2025-01-30,436.201
2025-01-31,436.320
2025-02-01,436.302
2025-02-02,436.379
2025-02-03,434.071
2025-02-04,431.418
2025-02-05,428.387
2025-02-06,424.913
2025-02-07,423.605
2025-02-08,422.489
2025-02-09,421.646
2025-02-10,421.179
2025-02-11,420.833
2025-02-12,420.596
2025-02-13,421.612
2025-02-14,422.841
2025-02-15,424.294
2025-02-16,425.988
2025-02-17,426.613
2025-02-18,427.023
2025-02-19,427.283
2025-02-20,427.338
2025-02-21,427.312
2025-02-22,427.354
2025-02-23,428.359
2025-02-24,429.500
2025-02-25,430.807
2025-02-26,432.296
2025-02-27,432.858
2025-02-28,434.157
2025-03-01,435.455
2025-03-02,436.725
2025-03-03,438.097
2025-03-04,438.660
2025-03-05,438.729
2025-03-06,438.626
2025-03-07,438.313
2025-03-08,437.875
2025-03-09,437.753
2025-03-10,437.081
2025-03-11,436.358
2025-03-12,435.594
2025-03-13,434.738
2025-03-14,434.404
2025-03-15,434.124
2025-03-16,435.758
2025-03-17,437.746
2025-03-18,440.067
2025-03-19,442.759
2025-03-20,443.759
2025-03-21,444.385
2025-03-22,444.768
2025-03-23,444.822
2025-03-24,444.741
2025-03-25,444.791
2025-03-26,444.380
2025-03-27,443.902
2025-03-28,443.368
2025-03-29,442.750
2025-03-30,442.517
2025-03-30,442.546
2025-03-31,442.655
2025-04-01,442.868
2025-04-02,443.145
2025-04-03,443.231
2025-04-04,441.726
2025-04-05,439.975
2025-04-06,437.935
2025-04-07,435.591
2025-04-08,434.714
2025-04-09,432.796
2025-04-10,430.896
2025-04-11,429.059
2025-04-12,427.085
2025-04-13,426.269
2025-04-14,426.191
2025-04-15,426.365
2025-04-16,426.845
2025-04-17,427.510
2025-04-18,427.699
2025-04-19,429.315
2025-04-20,431.093
2025-04-21,433.030
2025-04-22,435.217
2025-04-23,436.061
2025-04-24,437.613
2025-04-25,439.110
2025-04-26,440.508
2025-04-27,441.986
2025-04-28,442.610
2025-04-29,444.167
2025-04-30,444.167
2025-05-01,444.167
